name,hp,atk,def,spa,spd,spe,weight,height,types,abilities,formats,isNonstandard,oob
Doduo,35,85,45,35,35,75,39.2,1.4,"['Normal', 'Flying']","['Run Away', 'Early Bird', 'Tangled Feet']",['LC'],Standard,"{'dex_number': 84, 'evos': ['Dodrio'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Applin,40,40,80,40,40,20,0.5,0.2,"['Grass', 'Dragon']","['Ripen', 'Gluttony', 'Bulletproof']",['LC'],Standard,"{'dex_number': 840, 'evos': ['Appletun', 'Dipplin', 'Flapple'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Flapple,70,110,80,95,60,70,1,0.3,"['Grass', 'Dragon']","['Ripen', 'Gluttony', 'Hustle']",['ZU'],Standard,"{'dex_number': 841, 'evos': [], 'alts': ['Flapple-Gmax'], 'genfamily': ['SS', 'SV']}"
Appletun,110,85,80,100,80,30,13,0.4,"['Grass', 'Dragon']","['Ripen', 'Gluttony', 'Thick Fat']",['ZU'],Standard,"{'dex_number': 842, 'evos': [], 'alts': ['Appletun-Gmax'], 'genfamily': ['SS', 'SV']}"
Silicobra,52,57,75,35,50,46,7.6,2.2,['Ground'],"['Sand Spit', 'Shed Skin', 'Sand Veil']",['LC'],Standard,"{'dex_number': 843, 'evos': ['Sandaconda'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Sandaconda,72,107,125,65,70,71,65.5,3.8,['Ground'],"['Sand Spit', 'Shed Skin', 'Sand Veil']",['PU'],Standard,"{'dex_number': 844, 'evos': [], 'alts': ['Sandaconda-Gmax'], 'genfamily': ['SS', 'SV']}"
Cramorant,70,85,55,85,95,85,18,0.8,"['Flying', 'Water']",['Gulp Missile'],['PU'],Standard,"{'dex_number': 845, 'evos': [], 'alts': ['Cramorant-Gulping', 'Cramorant-Gorging'], 'genfamily': ['SS', 'SV']}"
Arrokuda,41,63,40,40,30,66,1,0.5,['Water'],"['Swift Swim', 'Propeller Tail']",['LC'],Standard,"{'dex_number': 846, 'evos': ['Barraskewda'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Barraskewda,61,123,60,60,50,136,30,1.3,['Water'],"['Swift Swim', 'Propeller Tail']",['RU'],Standard,"{'dex_number': 847, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Toxel,40,38,35,54,35,40,11,0.4,"['Electric', 'Poison']","['Rattled', 'Static', 'Klutz']",['LC'],Standard,"{'dex_number': 848, 'evos': ['Toxtricity', 'Toxtricity-Low-Key'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Toxtricity,75,98,70,114,70,75,40,1.6,"['Electric', 'Poison']","['Punk Rock', 'Plus', 'Technician']",['PU'],Standard,"{'dex_number': 849, 'evos': [], 'alts': ['Toxtricity-Gmax'], 'genfamily': ['SS', 'SV']}"
Toxtricity-Low-Key,75,98,70,114,70,75,40,1.6,"['Electric', 'Poison']","['Punk Rock', 'Minus', 'Technician']",['PU'],Standard,"{'dex_number': 849, 'evos': [], 'alts': ['Toxtricity-Low-Key-Gmax'], 'genfamily': ['SS', 'SV']}"
Dodrio,60,110,70,60,60,110,85.2,1.8,"['Normal', 'Flying']","['Run Away', 'Early Bird', 'Tangled Feet']",['ZUBL'],Standard,"{'dex_number': 85, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Sizzlipede,50,65,45,50,50,45,1,0.7,"['Fire', 'Bug']","['Flash Fire', 'White Smoke', 'Flame Body']",['National Dex'],NatDex,"{'dex_number': 850, 'evos': ['Centiskorch'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Centiskorch,100,115,65,90,90,65,120,3,"['Fire', 'Bug']","['Flash Fire', 'White Smoke', 'Flame Body']",['National Dex'],NatDex,"{'dex_number': 851, 'evos': [], 'alts': ['Centiskorch-Gmax'], 'genfamily': ['SS', 'SV']}"
Clobbopus,50,68,60,50,50,32,4,0.6,['Fighting'],"['Limber', 'Technician']",['National Dex'],NatDex,"{'dex_number': 852, 'evos': ['Grapploct'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Grapploct,80,118,90,70,80,42,39,1.6,['Fighting'],"['Limber', 'Technician']",['National Dex'],NatDex,"{'dex_number': 853, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Sinistea,40,45,45,74,54,50,0.2,0.1,['Ghost'],"['Weak Armor', 'Cursed Body']",['LC'],Standard,"{'dex_number': 854, 'evos': ['Polteageist'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Sinistea-Antique,40,45,45,74,54,50,0.2,0.1,['Ghost'],"['Weak Armor', 'Cursed Body']",['LC'],Standard,"{'dex_number': 854, 'evos': ['Polteageist-Antique'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Polteageist,60,65,65,134,114,70,0.4,0.2,['Ghost'],"['Weak Armor', 'Cursed Body']",['RUBL'],Standard,"{'dex_number': 855, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Polteageist-Antique,60,65,65,134,114,70,0.4,0.2,['Ghost'],"['Weak Armor', 'Cursed Body']",['RUBL'],Standard,"{'dex_number': 855, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Hatenna,42,30,45,56,53,39,3.4,0.4,['Psychic'],"['Healer', 'Anticipation', 'Magic Bounce']",['LC'],Standard,"{'dex_number': 856, 'evos': ['Hattrem'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Hattrem,57,40,65,86,73,49,4.8,0.6,['Psychic'],"['Healer', 'Anticipation', 'Magic Bounce']",['NFE'],Standard,"{'dex_number': 857, 'evos': ['Hatterene'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Hatterene,57,90,95,136,103,29,5.1,2.1,"['Psychic', 'Fairy']","['Healer', 'Anticipation', 'Magic Bounce']",['OU'],Standard,"{'dex_number': 858, 'evos': [], 'alts': ['Hatterene-Gmax'], 'genfamily': ['SS', 'SV']}"
Impidimp,45,45,30,55,40,50,5.5,0.4,"['Dark', 'Fairy']","['Prankster', 'Frisk', 'Pickpocket']",['LC'],Standard,"{'dex_number': 859, 'evos': ['Morgrem'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Seel,65,45,55,45,70,45,90,1.1,['Water'],"['Thick Fat', 'Hydration', 'Ice Body']",['LC'],Standard,"{'dex_number': 86, 'evos': ['Dewgong'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Morgrem,65,60,45,75,55,70,12.5,0.8,"['Dark', 'Fairy']","['Prankster', 'Frisk', 'Pickpocket']",['NFE'],Standard,"{'dex_number': 860, 'evos': ['Grimmsnarl'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Grimmsnarl,95,120,65,95,75,60,61,1.5,"['Dark', 'Fairy']","['Prankster', 'Frisk', 'Pickpocket']",['PU'],Standard,"{'dex_number': 861, 'evos': [], 'alts': ['Grimmsnarl-Gmax'], 'genfamily': ['SS', 'SV']}"
Obstagoon,93,90,101,60,81,95,46,1.6,"['Dark', 'Normal']","['Reckless', 'Guts', 'Defiant']",['National Dex'],NatDex,"{'dex_number': 862, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Perrserker,70,110,100,50,60,50,28,0.8,['Steel'],"['Battle Armor', 'Tough Claws', 'Steely Spirit']",['ZU'],Standard,"{'dex_number': 863, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Cursola,60,95,50,145,130,30,0.4,1,['Ghost'],"['Weak Armor', 'Perish Body']",['National Dex'],NatDex,"{'dex_number': 864, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Sirfetch'd,62,135,95,68,82,65,117,0.8,['Fighting'],"['Steadfast', 'Scrappy']",['National Dex'],NatDex,"{'dex_number': 865, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Mr. Rime,80,85,75,110,100,70,58.2,1.5,"['Ice', 'Psychic']","['Tangled Feet', 'Screen Cleaner', 'Ice Body']",['National Dex'],NatDex,"{'dex_number': 866, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Runerigus,58,95,145,50,105,30,66.6,1.6,"['Ground', 'Ghost']",['Wandering Spirit'],['National Dex'],NatDex,"{'dex_number': 867, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Milcery,45,40,40,50,61,34,0.3,0.2,['Fairy'],"['Sweet Veil', 'Aroma Veil']",['LC'],Standard,"{'dex_number': 868, 'evos': ['Alcremie'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Alcremie,65,60,75,110,121,64,0.5,0.3,['Fairy'],"['Sweet Veil', 'Aroma Veil']",['PU'],Standard,"{'dex_number': 869, 'evos': [], 'alts': ['Alcremie-Gmax'], 'genfamily': ['SS', 'SV']}"
Dewgong,90,70,80,70,95,70,120,1.7,"['Water', 'Ice']","['Thick Fat', 'Hydration', 'Ice Body']",['ZU'],Standard,"{'dex_number': 87, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Falinks,65,100,100,70,60,75,62,3,['Fighting'],"['Battle Armor', 'Defiant']",['ZU'],Standard,"{'dex_number': 870, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Pincurchin,48,101,95,91,85,15,1,0.3,['Electric'],"['Lightning Rod', 'Electric Surge']",['ZU'],Standard,"{'dex_number': 871, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Snom,30,25,35,45,30,20,3.8,0.3,"['Ice', 'Bug']","['Shield Dust', 'Ice Scales']",['LC'],Standard,"{'dex_number': 872, 'evos': ['Frosmoth'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Frosmoth,70,65,60,125,90,65,42,1.3,"['Ice', 'Bug']","['Shield Dust', 'Ice Scales']",['ZUBL'],Standard,"{'dex_number': 873, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Stonjourner,100,125,135,20,20,70,520,2.5,['Rock'],['Power Spot'],['ZU'],Standard,"{'dex_number': 874, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Eiscue,75,80,110,65,90,50,89,1.4,['Ice'],['Ice Face'],['ZU'],Standard,"{'dex_number': 875, 'evos': [], 'alts': ['Eiscue-Noice'], 'genfamily': ['SS', 'SV']}"
Indeedee,60,65,55,105,95,95,28,0.9,"['Psychic', 'Normal']","['Inner Focus', 'Synchronize', 'Psychic Surge']",['UU'],Standard,"{'dex_number': 876, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Indeedee-F,70,55,65,95,105,85,28,0.9,"['Psychic', 'Normal']","['Own Tempo', 'Synchronize', 'Psychic Surge']",['ZU'],Standard,"{'dex_number': 876, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Morpeko,58,95,58,70,58,97,3,0.3,"['Electric', 'Dark']",['Hunger Switch'],['ZU'],Standard,"{'dex_number': 877, 'evos': [], 'alts': ['Morpeko-Hangry'], 'genfamily': ['SS', 'SV']}"
Cufant,72,80,49,40,49,40,100,1.2,['Steel'],"['Sheer Force', 'Heavy Metal']",['LC'],Standard,"{'dex_number': 878, 'evos': ['Copperajah'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Copperajah,122,130,69,80,69,30,650,3,['Steel'],"['Sheer Force', 'Heavy Metal']",['NU'],Standard,"{'dex_number': 879, 'evos': [], 'alts': ['Copperajah-Gmax'], 'genfamily': ['SS', 'SV']}"
Grimer,80,80,50,40,50,25,30,0.9,['Poison'],"['Stench', 'Sticky Hold', 'Poison Touch']",['LC'],Standard,"{'dex_number': 88, 'evos': ['Muk'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Grimer-Alola,80,80,50,40,50,25,42,0.7,"['Poison', 'Dark']","['Poison Touch', 'Gluttony', 'Power of Alchemy']",['LC'],Standard,"{'dex_number': 88, 'evos': ['Muk-Alola'], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Dracozolt,90,100,90,80,70,75,190,1.8,"['Electric', 'Dragon']","['Volt Absorb', 'Hustle', 'Sand Rush']",['National Dex'],NatDex,"{'dex_number': 880, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Arctozolt,90,100,90,90,80,55,150,2.3,"['Electric', 'Ice']","['Volt Absorb', 'Static', 'Slush Rush']",['National Dex'],NatDex,"{'dex_number': 881, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Dracovish,90,90,100,70,80,75,215,2.3,"['Water', 'Dragon']","['Water Absorb', 'Strong Jaw', 'Sand Rush']",['National Dex'],NatDex,"{'dex_number': 882, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Arctovish,90,90,100,80,90,55,175,2,"['Water', 'Ice']","['Water Absorb', 'Ice Body', 'Slush Rush']",['National Dex'],NatDex,"{'dex_number': 883, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Duraludon,70,95,115,120,50,85,40,1.8,"['Steel', 'Dragon']","['Light Metal', 'Heavy Metal', 'Stalwart']",['PU'],Standard,"{'dex_number': 884, 'evos': ['Archaludon'], 'alts': ['Duraludon-Gmax'], 'genfamily': ['SS', 'SV']}"
Dreepy,28,60,30,40,30,82,2,0.5,"['Dragon', 'Ghost']","['Clear Body', 'Infiltrator', 'Cursed Body']",['LC'],Standard,"{'dex_number': 885, 'evos': ['Drakloak'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Drakloak,68,80,50,60,50,102,11,1.4,"['Dragon', 'Ghost']","['Clear Body', 'Infiltrator', 'Cursed Body']",['NFE'],Standard,"{'dex_number': 886, 'evos': ['Dragapult'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Dragapult,88,120,75,100,75,142,50,3,"['Dragon', 'Ghost']","['Clear Body', 'Infiltrator', 'Cursed Body']",['OU'],Standard,"{'dex_number': 887, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Zacian,92,120,115,80,115,138,110,2.8,['Fairy'],['Intrepid Sword'],['Uber'],Standard,"{'dex_number': 888, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Zacian-Crowned,92,150,115,80,115,148,355,2.8,"['Fairy', 'Steel']",['Intrepid Sword'],['Uber'],Standard,"{'dex_number': 888, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Zamazenta,92,120,115,80,115,138,210,2.9,['Fighting'],['Dauntless Shield'],['OU'],Standard,"{'dex_number': 889, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Zamazenta-Crowned,92,120,140,80,140,128,785,2.9,"['Fighting', 'Steel']",['Dauntless Shield'],['Uber'],Standard,"{'dex_number': 889, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Muk,105,105,75,65,100,50,30,1.2,['Poison'],"['Stench', 'Sticky Hold', 'Poison Touch']",['ZU'],Standard,"{'dex_number': 89, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Muk-Alola,105,105,75,65,100,50,52,1,"['Poison', 'Dark']","['Poison Touch', 'Gluttony', 'Power of Alchemy']",['NU'],Standard,"{'dex_number': 89, 'evos': [], 'alts': [], 'genfamily': ['SM', 'SS', 'SV']}"
Eternatus,140,85,95,145,95,130,950,20,"['Poison', 'Dragon']",['Pressure'],['Uber'],Standard,"{'dex_number': 890, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Kubfu,60,90,60,53,50,72,12,0.6,['Fighting'],['Inner Focus'],['NFE'],Standard,"{'dex_number': 891, 'evos': ['Urshifu', 'Urshifu-Rapid-Strike'], 'alts': [], 'genfamily': ['SS', 'SV']}"
Urshifu,100,130,100,63,60,97,105,1.9,"['Fighting', 'Dark']",['Unseen Fist'],['Uber'],Standard,"{'dex_number': 892, 'evos': [], 'alts': ['Urshifu-Gmax'], 'genfamily': ['SS', 'SV']}"
Urshifu-Rapid-Strike,100,130,100,63,60,97,105,1.9,"['Fighting', 'Water']",['Unseen Fist'],['Uber'],Standard,"{'dex_number': 892, 'evos': [], 'alts': ['Urshifu-Rapid-Strike-Gmax'], 'genfamily': ['SS', 'SV']}"
Zarude,105,120,105,70,95,105,70,1.8,"['Dark', 'Grass']",['Leaf Guard'],['RUBL'],Standard,"{'dex_number': 893, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Zarude-Dada,105,120,105,70,95,105,70,1.8,"['Dark', 'Grass']",['Leaf Guard'],['RUBL'],Standard,"{'dex_number': 893, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Regieleki,80,100,50,100,50,200,145,1.2,['Electric'],['Transistor'],['Uber'],Standard,"{'dex_number': 894, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Regidrago,200,100,50,100,50,80,200,2.1,['Dragon'],"[""Dragon's Maw""]",['NUBL'],Standard,"{'dex_number': 895, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Glastrier,100,145,130,65,110,30,800,2.2,['Ice'],['Chilling Neigh'],['PU'],Standard,"{'dex_number': 896, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Spectrier,100,65,60,145,80,130,44.5,2,['Ghost'],['Grim Neigh'],['Uber'],Standard,"{'dex_number': 897, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Calyrex,100,80,80,80,80,80,7.7,1.1,"['Psychic', 'Grass']",['Unnerve'],['ZU'],Standard,"{'dex_number': 898, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Calyrex-Ice,100,165,150,85,130,50,809.1,2.4,"['Psychic', 'Ice']",['As One (Glastrier)'],['Uber'],Standard,"{'dex_number': 898, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Calyrex-Shadow,100,85,80,165,100,150,53.6,2.4,"['Psychic', 'Ghost']",['As One (Spectrier)'],['AG'],Standard,"{'dex_number': 898, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Wyrdeer,103,105,72,105,75,65,95.1,1.8,"['Normal', 'Psychic']","['Intimidate', 'Frisk', 'Sap Sipper']",['ZU'],Standard,"{'dex_number': 899, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Blastoise,79,83,100,85,105,78,85.5,1.6,['Water'],"['Torrent', 'Rain Dish']",['RU'],Standard,"{'dex_number': 9, 'evos': [], 'alts': ['Blastoise-Mega', 'Blastoise-Gmax'], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Shellder,30,65,100,45,25,40,4,0.3,['Water'],"['Shell Armor', 'Skill Link', 'Overcoat']",['LC'],Standard,"{'dex_number': 90, 'evos': ['Cloyster'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Kleavor,70,135,95,45,70,85,89,1.8,"['Bug', 'Rock']","['Swarm', 'Sheer Force', 'Sharpness']",['RU'],Standard,"{'dex_number': 900, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Ursaluna,130,140,105,45,80,50,290,2.4,"['Ground', 'Normal']","['Guts', 'Bulletproof', 'Unnerve']",['UU'],Standard,"{'dex_number': 901, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Ursaluna-Bloodmoon,113,70,120,135,65,52,333,2.7,"['Ground', 'Normal']","[""Mind's Eye""]",['Uber'],Standard,"{'dex_number': 901, 'evos': [], 'alts': [], 'genfamily': ['SV']}"
Basculegion,120,112,65,80,75,78,110,3,"['Water', 'Ghost']","['Swift Swim', 'Adaptability', 'Mold Breaker']",['NU'],Standard,"{'dex_number': 902, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Basculegion-F,120,92,65,100,75,78,110,3,"['Water', 'Ghost']","['Swift Swim', 'Adaptability', 'Mold Breaker']",['RU'],Standard,"{'dex_number': 902, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Sneasler,80,130,60,40,80,120,43,1.3,"['Fighting', 'Poison']","['Pressure', 'Unburden', 'Poison Touch']",['Uber'],Standard,"{'dex_number': 903, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Overqwil,85,115,95,65,65,85,60.5,2.5,"['Dark', 'Poison']","['Poison Point', 'Swift Swim', 'Intimidate']",['RU'],Standard,"{'dex_number': 904, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Enamorus,74,115,70,135,80,106,48,1.6,"['Fairy', 'Flying']","['Cute Charm', 'Contrary']",['OU'],Standard,"{'dex_number': 905, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Enamorus-Therian,74,115,110,135,100,46,48,1.6,"['Fairy', 'Flying']",['Overcoat'],['RU'],Standard,"{'dex_number': 905, 'evos': [], 'alts': [], 'genfamily': ['SS', 'SV']}"
Sprigatito,40,61,54,45,45,65,4.1,0.4,['Grass'],"['Overgrow', 'Protean']",['LC'],Standard,"{'dex_number': 906, 'evos': ['Floragato'], 'alts': [], 'genfamily': ['SV']}"
Floragato,61,80,63,60,63,83,12.2,0.9,['Grass'],"['Overgrow', 'Protean']",['NFE'],Standard,"{'dex_number': 907, 'evos': ['Meowscarada'], 'alts': [], 'genfamily': ['SV']}"
Meowscarada,76,110,70,81,70,123,31.2,1.5,"['Grass', 'Dark']","['Overgrow', 'Protean']",['OU'],Standard,"{'dex_number': 908, 'evos': [], 'alts': [], 'genfamily': ['SV']}"
Fuecoco,67,45,59,63,40,36,9.8,0.4,['Fire'],"['Blaze', 'Unaware']",['LC'],Standard,"{'dex_number': 909, 'evos': ['Crocalor'], 'alts': [], 'genfamily': ['SV']}"
Cloyster,50,95,180,85,45,70,132.5,1.5,"['Water', 'Ice']","['Shell Armor', 'Skill Link', 'Overcoat']",['NU'],Standard,"{'dex_number': 91, 'evos': [], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Crocalor,81,55,78,90,58,49,30.7,1,['Fire'],"['Blaze', 'Unaware']",['NFE'],Standard,"{'dex_number': 910, 'evos': ['Skeledirge'], 'alts': [], 'genfamily': ['SV']}"
Skeledirge,104,75,100,110,75,66,326.5,1.6,"['Fire', 'Ghost']","['Blaze', 'Unaware']",['UU'],Standard,"{'dex_number': 911, 'evos': [], 'alts': [], 'genfamily': ['SV']}"
Quaxly,55,65,45,50,45,50,6.1,0.5,['Water'],"['Torrent', 'Moxie']",['LC'],Standard,"{'dex_number': 912, 'evos': ['Quaxwell'], 'alts': [], 'genfamily': ['SV']}"
Quaxwell,70,85,65,65,60,65,21.5,1.2,['Water'],"['Torrent', 'Moxie']",['ZU'],Standard,"{'dex_number': 913, 'evos': ['Quaquaval'], 'alts': [], 'genfamily': ['SV']}"
Quaquaval,85,120,80,85,75,85,61.9,1.8,"['Water', 'Fighting']","['Torrent', 'Moxie']",['UU'],Standard,"{'dex_number': 914, 'evos': [], 'alts': [], 'genfamily': ['SV']}"
Lechonk,54,45,40,35,45,35,10.2,0.5,['Normal'],"['Aroma Veil', 'Gluttony', 'Thick Fat']",['LC'],Standard,"{'dex_number': 915, 'evos': ['Oinkologne', 'Oinkologne-F'], 'alts': [], 'genfamily': ['SV']}"
Oinkologne,110,100,75,59,80,65,120,1,['Normal'],"['Lingering Aroma', 'Gluttony', 'Thick Fat']",['ZU'],Standard,"{'dex_number': 916, 'evos': [], 'alts': [], 'genfamily': ['SV']}"
Oinkologne-F,115,90,70,59,90,65,120,1,['Normal'],"['Aroma Veil', 'Gluttony', 'Thick Fat']",['ZU'],Standard,"{'dex_number': 916, 'evos': [], 'alts': [], 'genfamily': ['SV']}"
Tarountula,35,41,45,29,40,20,4,0.3,['Bug'],"['Insomnia', 'Stakeout']",['LC'],Standard,"{'dex_number': 917, 'evos': ['Spidops'], 'alts': [], 'genfamily': ['SV']}"
Spidops,60,79,92,52,86,35,16.5,1,['Bug'],"['Insomnia', 'Stakeout']",['ZU'],Standard,"{'dex_number': 918, 'evos': [], 'alts': [], 'genfamily': ['SV']}"
Nymble,33,46,40,21,25,45,1,0.2,['Bug'],"['Swarm', 'Tinted Lens']",['LC'],Standard,"{'dex_number': 919, 'evos': ['Lokix'], 'alts': [], 'genfamily': ['SV']}"
Gastly,30,35,30,100,35,80,0.1,1.3,"['Ghost', 'Poison']",['Levitate'],['LC'],Standard,"{'dex_number': 92, 'evos': ['Haunter'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Lokix,71,102,78,52,55,92,17.5,1,"['Bug', 'Dark']","['Swarm', 'Tinted Lens']",['UU'],Standard,"{'dex_number': 920, 'evos': [], 'alts': [], 'genfamily': ['SV']}"
Pawmi,45,50,20,40,25,60,2.5,0.3,['Electric'],"['Static', 'Natural Cure', 'Iron Fist']",['LC'],Standard,"{'dex_number': 921, 'evos': ['Pawmo'], 'alts': [], 'genfamily': ['SV']}"
Pawmo,60,75,40,50,40,85,6.5,0.4,"['Electric', 'Fighting']","['Volt Absorb', 'Natural Cure', 'Iron Fist']",['NFE'],Standard,"{'dex_number': 922, 'evos': ['Pawmot'], 'alts': [], 'genfamily': ['SV']}"
Pawmot,70,115,70,70,60,105,41,0.9,"['Electric', 'Fighting']","['Volt Absorb', 'Natural Cure', 'Iron Fist']",['PU'],Standard,"{'dex_number': 923, 'evos': [], 'alts': [], 'genfamily': ['SV']}"
Tandemaus,50,50,45,40,45,75,1.8,0.3,['Normal'],"['Run Away', 'Pickup', 'Own Tempo']",['LC'],Standard,"{'dex_number': 924, 'evos': ['Maushold', 'Maushold-Four'], 'alts': [], 'genfamily': ['SV']}"
Maushold,74,75,70,65,75,111,2.3,0.3,['Normal'],"['Friend Guard', 'Cheek Pouch', 'Technician']",['RU'],Standard,"{'dex_number': 925, 'evos': [], 'alts': [], 'genfamily': ['SV']}"
Maushold-Four,74,75,70,65,75,111,2.8,0.3,['Normal'],"['Friend Guard', 'Cheek Pouch', 'Technician']",['RU'],Standard,"{'dex_number': 925, 'evos': [], 'alts': [], 'genfamily': ['SV']}"
Fidough,37,55,70,30,55,65,10.9,0.3,['Fairy'],"['Own Tempo', 'Klutz']",['LC'],Standard,"{'dex_number': 926, 'evos': ['Dachsbun'], 'alts': [], 'genfamily': ['SV']}"
Dachsbun,57,80,115,50,80,95,14.9,0.5,['Fairy'],"['Well-Baked Body', 'Aroma Veil']",['ZU'],Standard,"{'dex_number': 927, 'evos': [], 'alts': [], 'genfamily': ['SV']}"
Smoliv,41,35,45,58,51,30,6.5,0.3,"['Grass', 'Normal']","['Early Bird', 'Harvest']",['LC'],Standard,"{'dex_number': 928, 'evos': ['Dolliv'], 'alts': [], 'genfamily': ['SV']}"
Dolliv,52,53,60,78,78,33,11.9,0.6,"['Grass', 'Normal']","['Early Bird', 'Harvest']",['NFE'],Standard,"{'dex_number': 929, 'evos': ['Arboliva'], 'alts': [], 'genfamily': ['SV']}"
Haunter,45,50,45,115,55,95,0.1,1.6,"['Ghost', 'Poison']",['Levitate'],['ZU'],Standard,"{'dex_number': 93, 'evos': ['Gengar'], 'alts': [], 'genfamily': ['RB', 'GS', 'RS', 'DP', 'BW', 'XY', 'SM', 'SS', 'SV']}"
Arboliva,78,69,90,125,109,39,48.2,1.4,"['Grass', 'Normal']","['Seed Sower', 'Harvest']",['ZU'],Standard,"{'dex_number': 930, 'evos': [], 'alts': [], 'genfamily': ['SV']}"
